"ID","Name","Category","Severity","Status","Message","Recommendation","URL"
"NET004","Namespace Missing Network Policy","Security","warning","PASS","No issues detected for Namespace Missing Network Policy.","Apply a default deny-all ingress/egress NetworkPolicy in each namespace that hosts workloads, then selectively allow traffic as needed.","https://kubernetes.io/docs/concepts/services-networking/network-policies/"
"NET005","Ingress Host/Path Conflicts","Networking","critical","PASS","No issues detected for Ingress Host/Path Conflicts.","Resolve conflicting host and path combinations across Ingress resources to ensure predictable routing. Each host/path pair should be unique.","https://kubernetes.io/docs/concepts/services-networking/ingress/#multiple-ingresses"
"NET006","Ingress Using Wildcard Hosts","Networking","warning","PASS","No issues detected for Ingress Using Wildcard Hosts.","Review Ingress resources using wildcard hosts. Prefer explicit hostnames for tighter security and clearer routing intent where possible.","https://kubernetes.io/docs/concepts/services-networking/ingress/#hostname-wildcards"
"NET007","Service TargetPort Mismatch","Networking","critical","PASS","No issues detected for Service TargetPort Mismatch.","Ensure that all 'targetPort' definitions in services correctly match a 'containerPort' (by number or name) defined in the pods selected by the service.","https://kubernetes.io/docs/concepts/services-networking/service/#defining-a-service"
"NET008","ExternalName Service to Internal IP","Networking","warning","PASS","No issues detected for ExternalName Service to Internal IP.","Review 'ExternalName' services pointing to internal IPs. Consider using a regular Service with an EndpointSlice for internal traffic, or clarify intent if valid.","https://kubernetes.io/docs/concepts/services-networking/service/#externalname"
"NET009","Overly Permissive Network Policy","Networking","critical","PASS","No issues detected for Overly Permissive Network Policy.","Review NetworkPolicies with empty rules or broad IP blocks. Ensure policies enforce the principle of least privilege, explicitly defining allowed traffic.","https://kubernetes.io/docs/concepts/services-networking/network-policies/"
"NET010","Network Policy Overly Permissive IPBlock","Networking","critical","PASS","No issues detected for Network Policy Overly Permissive IPBlock.","Replace '0.0.0.0/0' ipBlock in NetworkPolicies with specific CIDR ranges to enforce the principle of least privilege. Only allow traffic to/from necessary IPs.","https://kubernetes.io/docs/concepts/services-networking/network-policies/#the-ipblock-specifier"
"NET011","Network Policy Missing PolicyTypes","Networking","info","PASS","No issues detected for Network Policy Missing PolicyTypes.","Explicitly define 'policyTypes' (e.g., [Ingress, Egress]) in NetworkPolicies for clarity and to prevent unexpected behavior with future Kubernetes versions or different CNI plugins.","https://kubernetes.io/docs/concepts/services-networking/network-policies/#policy-types"
"NET012","Pod HostNetwork Usage","Networking","critical","PASS","No issues detected for Pod HostNetwork Usage.","Avoid 'hostNetwork: true' unless absolutely necessary. For most cases, Kubernetes' built-in networking (e.g., Services, Ingress, NetworkPolicies) provides better isolation and security.","https://kubernetes.io/docs/concepts/workloads/pods/pod-overview/#host-networking"
"NET013","Ingress Present Without Gateway API Adoption","Networking","warning","PASS","No issues detected for Ingress Present Without Gateway API Adoption.","Plan migration from Ingress to Gateway API. Start by defining GatewayClass/Gateway and incrementally moving routes to HTTPRoute.","https://gateway-api.sigs.k8s.io/"
"NET014","HTTPRoute Missing or Unaccepted Parent","Networking","critical","PASS","No issues detected for HTTPRoute Missing or Unaccepted Parent.","Ensure each HTTPRoute has valid parentRefs and that the referenced Gateway accepts the route.","https://gateway-api.sigs.k8s.io/api-types/httproute/"
"NET015","Gateways Without Attached HTTPRoutes","Networking","warning","PASS","No issues detected for Gateways Without Attached HTTPRoutes.","Attach HTTPRoutes to active Gateways or remove unused Gateways to reduce configuration drift.","https://gateway-api.sigs.k8s.io/api-types/gateway/"
"NET016","Gateway API Readiness Conditions","Networking","critical","PASS","No issues detected for Gateway API Readiness Conditions.","Review GatewayClass and Gateway status conditions and controller health before migrating traffic.","https://gateway-api.sigs.k8s.io/guides/"
"NET017","Gateway TLS Secret and Cross-Namespace ReferenceGrant Validation","Networking","critical","PASS","No issues detected for Gateway TLS Secret and Cross-Namespace ReferenceGrant Validation.","Ensure listener certificateRefs point to existing Secrets and add ReferenceGrants for cross-namespace Secret usage.","https://gateway-api.sigs.k8s.io/api-types/referencegrant/"
"NET018","Duplicate Service Selectors","Networking","warning","PASS","No issues detected for Duplicate Service Selectors.","Use unique selectors per Service so AKS Automatic admission does not reject overlapping service ownership.","https://kubernetes.io/docs/concepts/services-networking/service/"
"NODE001","Node Readiness and Conditions","Nodes","critical","PASS","No issues detected for Node Readiness and Conditions.","Investigate NotReady nodes to avoid workload disruption.","https://kubernetes.io/docs/concepts/architecture/nodes/"
"NODE002","Node Resource Pressure","Nodes","warning","PASS","Node resource pressure detected","Investigate and rebalance workloads on nodes with high resource usage.","https://kubernetes.io/docs/tasks/debug/debug-cluster/resource-usage-monitoring/"
"NODE003","Max Pods per Node","Resources","warning","FAIL","aks-systempool-39088964-vmss00000k | Warning | 84.00%","Check node pod counts and adjust scheduling or cluster size as needed.","https://kubernetes.io/docs/concepts/architecture/nodes/"
"NS001","Empty Namespaces","Namespaces","info","FAIL","default | No pods, but other resources exist","These may be stale or unused and safe to delete after verifying they contain no critical resources.","https://kubernetes.io/docs/concepts/overview/working-with-objects/namespaces/"
"NS002","Missing or Weak ResourceQuotas","Namespaces","warning","FAIL","default | No ResourceQuota","Apply CPU, memory, and pod quotas to enforce fair resource usage.","https://kubernetes.io/docs/concepts/policy/resource-quotas/"
"NS003","Missing LimitRanges","Namespaces","warning","FAIL","default | No LimitRange","Define default CPU and memory limits to avoid unbounded pod usage.","https://kubernetes.io/docs/concepts/policy/limit-range/"
"NS004","Pods in Default Namespace","Namespaces","warning","PASS","No issues detected for Pods in Default Namespace.","Create and deploy into dedicated namespaces instead of `default`.","https://kubernetes.io/docs/concepts/overview/working-with-objects/namespaces/"
"POD001","Pods with High Restarts","Workloads","warning","PASS","No issues detected for Pods with High Restarts.","Review logs and events for frequently restarting pods and address root causes such as crashes, missing configs, or failing probes.","https://kubernetes.io/docs/tasks/debug/debug-application/debug-running-pod/#application-crashes"
"POD002","Long Running Pods","Workloads","warning","PASS","No issues detected for Long Running Pods.","Review long-running pods and determine if they should be restarted or replaced by updated deployments.","https://kubernetes.io/docs/concepts/workloads/pods/pod-lifecycle/#pod-phase"
"POD003","Failed Pods","Workloads","critical","PASS","No issues detected for Failed Pods.","Investigate failed pods for common issues like image errors, resource constraints, or crash loops.","https://kubernetes.io/docs/concepts/workloads/pods/pod-lifecycle/#pod-phase"
"POD004","Pending Pods","Workloads","warning","PASS","No issues detected for Pending Pods.","Inspect scheduling constraints, resource availability, and missing dependencies.","https://kubernetes.io/docs/concepts/workloads/pods/pod-lifecycle/#pod-phase"
"POD005","CrashLoopBackOff Pods","Workloads","critical","PASS","No issues detected for CrashLoopBackOff Pods.","Check logs, investigate container errors, and fix misconfigurations.","https://kubernetes.io/docs/concepts/workloads/pods/pod-lifecycle/#restart-policy"
"POD006","Leftover Debug Pods","Workloads","warning","PASS","No issues detected for Leftover Debug Pods.","Delete any leftover debug pods and review your debugging practices.","https://kubernetes.io/docs/tasks/debug/debug-cluster/debug-running-pod/"
"POD007","Container images do not use latest tag","Resource Management","critical","PASS","No issues detected for Container images do not use latest tag.","Specify an explicit image tag (e.g., ':v1.2.3') on every container and initContainer to ensure consistent deployments.","https://kubernetes.io/docs/concepts/containers/images/#image-tags"
"POD008","Automounting API Credentials Enabled in Pods","Security","warning","PASS","No issues detected for Automounting API Credentials Enabled in Pods.","Set automountServiceAccountToken to false in Pod specs unless API access is required.","https://kubernetes.io/docs/tasks/configure-pod-container/configure-service-account/#use-the-default-service-account-to-access-the-api-server"
"PROM001","High CPU Pods (Prometheus)","Performance","warning","PASS","","Investigate high CPU usage pods. Adjust limits or optimize workloads.","https://kubernetes.io/docs/concepts/cluster-administration/monitoring/"
"PROM002","High Memory Usage Pods (Prometheus)","Performance","warning","PASS","","Review memory usage and consider tuning container memory limits.","https://kubernetes.io/docs/concepts/configuration/manage-resources-containers/"
"PROM003","High Network Receive Rate (Prometheus)","Networking","warning","PASS","","Check for possible DDoS, misrouted traffic, or excessive ingress.","https://kubernetes.io/docs/concepts/cluster-administration/networking/"
"PROM004","API Server High Latency","Control Plane","critical","PASS","","Investigate API server load, networking issues, or control plane bottlenecks.","https://kubernetes.io/docs/concepts/overview/components/"
"PROM005","Overcommitted CPU (Prometheus)","Capacity","info","PASS","","Consider rescheduling pods or adjusting requests.","https://kubernetes.io/docs/concepts/configuration/manage-resources-containers/"
"PROM006","Node Sizing Insights (Prometheus)","Capacity","info","PASS","No issues detected for Node Sizing Insights (Prometheus).","Use p95 CPU and memory trends to right-size node pools. Downsize sustained low-use nodes and scale up when saturation is sustained. Recommendations use a fixed 7-day window to reduce query cost and improve reliability.","https://kubernetes.io/docs/concepts/cluster-administration/node-autoscaling/"
"PROM007","Pod Sizing Insights (Prometheus)","Capacity","info","PASS","No issues detected for Pod Sizing Insights (Prometheus).","Tune requests to p95 usage with headroom. By default, keep CPU limits unset to reduce CFS throttling risk; keep memory limits to cap OOM blast radius. Recommendations use a fixed 7-day window to reduce query cost and improve reliability.","https://kubernetes.io/docs/concepts/configuration/manage-resources-containers/"
"PV001","Orphaned Persistent Volumes","Volumes","warning","PASS","No issues detected for Orphaned Persistent Volumes.","Review and delete orphaned Persistent Volumes to reclaim storage.","https://kubernetes.io/docs/concepts/storage/persistent-volumes/"
"PVC001","Unused Persistent Volume Claims","Volumes","warning","PASS","No issues detected for Unused Persistent Volume Claims.","Review and delete unused PVCs to reclaim storage.","https://kubernetes.io/docs/concepts/storage/persistent-volumes/"
"PVC002","PVCs Using Default StorageClass","Volumes","info","PASS","No issues detected for PVCs Using Default StorageClass.","Explicitly specify storageClassName in PVCs for clarity and portability, reducing reliance on default configurations.","https://kubernetes.io/docs/concepts/storage/persistent-volumes/"
"PVC003","ReadWriteMany PVCs on Incompatible Storage","Volumes","critical","PASS","No issues detected for ReadWriteMany PVCs on Incompatible Storage.","Change access mode to ReadWriteOnce if only one pod needs access, or use a shared file system (e.g., NFS, GlusterFS, CephFS) for ReadWriteMany.","https://kubernetes.io/docs/concepts/storage/persistent-volumes/#access-modes"
"PVC004","Unbound Persistent Volume Claims","Volumes","critical","PASS","No issues detected for Unbound Persistent Volume Claims.","Investigate why the PVC is stuck in Pending. This often indicates issues with the StorageClass, available PVs, or the underlying storage provisioner.","https://kubernetes.io/docs/concepts/storage/persistent-volumes/"
"RBAC001","RBAC Misconfigurations","RBAC","critical","PASS","No issues detected for RBAC Misconfigurations.","Fix missing roleRefs, service accounts, and invalid namespaces in RoleBindings and ClusterRoleBindings.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/aks-cluster-admin-binding | Message: cluster-admin binding (built-in) | Value: User/clusterAdmin","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/aks-cluster-admin-binding | Message: cluster-admin binding (built-in) | Value: User/clusterUser","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/aks-cluster-admin-binding-aad | Message: cluster-admin binding (built-in) | Value: Group/c30f2960-28f8-49cc-9308-c1e741824c4f","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/aks-secretprovidersyncing-rolebinding | Message: Access to sensitive resources | Value: ServiceAccount/aks-secrets-store-csi-driver","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/aks-service-rolebinding | Message: Access to sensitive resources | Value: User/aks-support","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/ama-metrics-clusterrolebinding | Message: Access to sensitive resources | Value: ServiceAccount/ama-metrics-serviceaccount","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/cluster-admin | Message: cluster-admin binding (built-in) | Value: Group/system:masters","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/system:controller:clusterrole-aggregation-controller | Message: Access to sensitive resources (built-in) | Value: ServiceAccount/clusterrole-aggregation-controller","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/system:controller:legacy-service-account-token-cleaner | Message: Access to sensitive resources (built-in) | Value: ServiceAccount/legacy-service-account-token-cleaner","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/system:kube-controller-manager | Message: Access to sensitive resources (built-in) | Value: User/system:kube-controller-manager","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/system:kube-scheduler | Message: Access to sensitive resources (built-in) | Value: User/system:kube-scheduler","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC002","RBAC Overexposure","RBAC","critical","FAIL","Namespace: 🌍 Cluster-Wide | Resource: ClusterRoleBinding/system:persistent-volume-binding | Message: Access to sensitive resources (built-in) | Value: ServiceAccount/persistent-volume-binder","Avoid cluster-admin, wildcard, and sensitive resource access in roles. Use least privilege.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC003","Orphaned ServiceAccounts","RBAC","warning","FAIL","Namespace: default | Resource: serviceaccount/default | Message: ServiceAccount not used by pods or RBAC bindings | Value: default","Clean up unused ServiceAccounts to avoid confusion and reduce RBAC clutter.","https://kubernetes.io/docs/reference/access-authn-authz/service-accounts-admin/"
"RBAC004","Orphaned and Ineffective Roles","RBAC","info","FAIL","Namespace: cluster-wide | Resource: clusterrolebinding/system:node | Message: ClusterRoleBinding has no subjects | Value: system:node","Delete Roles and ClusterRoles that are not bound or do not define any rules.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC004","Orphaned and Ineffective Roles","RBAC","info","FAIL","Namespace: cluster-wide | Resource: clusterrole/aks-secretproviderclasses-admin-role | Message: Unused ClusterRole | Value: aks-secretproviderclasses-admin-role","Delete Roles and ClusterRoles that are not bound or do not define any rules.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"RBAC004","Orphaned and Ineffective Roles","RBAC","info","FAIL","Namespace: cluster-wide | Resource: clusterrole/aks-secretproviderclasses-viewer-role | Message: Unused ClusterRole | Value: aks-secretproviderclasses-viewer-role","Delete Roles and ClusterRoles that are not bound or do not define any rules.","https://kubernetes.io/docs/reference/access-authn-authz/rbac/"
"SC001","Deprecated StorageClass Provisioners","StorageClasses","critical","PASS","No issues detected for Deprecated StorageClass Provisioners.","Migrate to a CSI-compliant StorageClass. This typically involves creating a new CSI-based StorageClass and then migrating existing PVCs.","https://kubernetes.io/docs/concepts/storage/storage-classes/#provisioner"
"SC002","AKS Azure In-Tree Storage Provisioners","StorageClasses","critical","PASS","No issues detected for AKS Azure In-Tree Storage Provisioners.","Migrate Azure storage classes to CSI drivers. Use disk.csi.azure.com or file.csi.azure.com instead of kubernetes.io/azure-disk and kubernetes.io/azure-file.","https://learn.microsoft.com/azure/aks/csi-storage-drivers"
"SC003","High Cluster Storage Usage","Utilization","warning","PASS","No issues detected for High Cluster Storage Usage.","Identify large volumes or inefficient applications, and consider scaling up storage or cleaning up old data.","https://kubernetes.io/docs/concepts/storage/volumes/"
"SEC001","Orphaned Secrets","Security","warning","PASS","No issues detected for Orphaned Secrets.","Review and remove unused Secrets to reduce surface area and limit stale credentials.","https://kubernetes.io/docs/concepts/configuration/secret/"
"SEC002","Pods using hostPID or hostNetwork","Pods","critical","PASS","No issues detected for Pods using hostPID or hostNetwork.","Avoid using hostPID or hostNetwork unless strictly required. These settings reduce isolation and can expose the host.","https://kubernetes.io/docs/concepts/security/pod-security-standards/#baseline"
"SEC003","Pods Running as Root","Pod Security","critical","PASS","No issues detected for Pods Running as Root.","Avoid running pods as root by explicitly setting runAsUser to a non-zero UID in pod or container securityContext.","https://kubernetes.io/docs/concepts/security/pod-security-standards/#baseline"
"SEC004","Privileged Containers","Pod Security","critical","PASS","No issues detected for Privileged Containers.","Avoid using privileged containers unless absolutely necessary, as they grant broad access to host resources.","https://kubernetes.io/docs/concepts/security/pod-security-standards/#restricted"
"SEC005","Pods Using hostIPC","Pod Security","critical","PASS","No issues detected for Pods Using hostIPC.","Avoid using hostIPC in pods unless absolutely required for specific functionality.","https://kubernetes.io/docs/concepts/security/pod-security-standards/"
"SEC006","Pods Missing Secure Defaults","Pod Security","warning","PASS","No issues detected for Pods Missing Secure Defaults.","Set runAsNonRoot=true, readOnlyRootFilesystem=true, and allowPrivilegeEscalation=false for all pods and containers.","https://kubernetes.io/docs/concepts/security/pod-security-standards/"
"SEC007","Missing Pod Security Admission Labels","Pod Security","info","FAIL","Namespace: default | Issue: No pod security labels | Audit: N/A | Warn: N/A","Add 'pod-security.kubernetes.io/enforce' labels to your namespaces to enforce Pod Security standards. Use values like 'baseline' or 'restricted'.","https://kubernetes.io/docs/concepts/security/pod-security-admission/"
"SEC008","Secrets in Environment Variables","Pod Security","critical","PASS","No issues detected for Secrets in Environment Variables.","Avoid exposing secrets in environment variables. Mount secrets as volumes instead.","https://kubernetes.io/docs/concepts/configuration/secret/"
"SEC009","Missing Capabilities Drop","Pod Security","warning","PASS","No issues detected for Missing Capabilities Drop.","Explicitly drop all Linux capabilities unless specific ones are needed.","https://kubernetes.io/docs/concepts/security/pod-security-standards/#restricted"
"SEC010","HostPath Volume Usage","Pod Security","critical","PASS","No issues detected for HostPath Volume Usage.","Avoid using hostPath unless absolutely necessary. Use persistent volumes instead.","https://kubernetes.io/docs/concepts/storage/volumes/#hostpath"
"SEC011","Containers Running as UID 0","Pod Security","critical","PASS","No issues detected for Containers Running as UID 0.","Avoid setting runAsUser to 0. Use non-root UIDs for better isolation.","https://kubernetes.io/docs/concepts/security/pod-security-standards/"
"SEC012","Added Linux Capabilities","Pod Security","warning","PASS","No issues detected for Added Linux Capabilities.","Avoid adding capabilities unless necessary. Most apps don’t need them.","https://kubernetes.io/docs/concepts/security/pod-security-standards/#restricted"
"SEC013","EmptyDir Volume Usage","Pod Security","info","PASS","No issues detected for EmptyDir Volume Usage.","Use persistent volumes or configMaps instead of EmptyDir when persistence is required.","https://kubernetes.io/docs/concepts/storage/volumes/#emptydir"
"SEC014","Untrusted Image Registries","Pod Security","critical","PASS","No issues detected for Untrusted Image Registries.","Use only trusted registries. Restrict deployment sources via policy.","https://kubernetes.io/docs/concepts/containers/images/"
"SEC015","Pods Using Default ServiceAccount","Pod Security","warning","PASS","No issues detected for Pods Using Default ServiceAccount.","Assign a dedicated ServiceAccount to each workload with least-privilege permissions.","https://kubernetes.io/docs/tasks/configure-pod-container/configure-service-account/"
"SEC016","Unconfined Seccomp Profiles","Pod Security","critical","PASS","No issues detected for Unconfined Seccomp Profiles.","Use RuntimeDefault or Localhost seccomp profiles instead of Unconfined.","https://kubernetes.io/docs/concepts/security/pod-security-standards/#baseline"
"SEC017","Non-Default ProcMount","Pod Security","critical","PASS","No issues detected for Non-Default ProcMount.","Remove procMount overrides or set them to Default.","https://kubernetes.io/docs/concepts/security/pod-security-standards/"
"SEC018","Automounting API Credentials Enabled in ServiceAccounts","Security","warning","PASS","No issues detected for Automounting API Credentials Enabled in ServiceAccounts.","Set automountServiceAccountToken to false in ServiceAccount specs unless Pods require API access.","https://kubernetes.io/docs/tasks/configure-pod-container/configure-service-account/"
"SEC019","Unsupported AppArmor Values","Pod Security","critical","PASS","No issues detected for Unsupported AppArmor Values.","Use RuntimeDefault or Localhost AppArmor profiles, or remove custom unsupported AppArmor values.","https://kubernetes.io/docs/concepts/security/pod-security-standards/#baseline"
"SEC020","Seccomp Profile Not Configured","Pod Security","warning","PASS","No issues detected for Seccomp Profile Not Configured.","Set seccompProfile.type to RuntimeDefault or Localhost at the pod or container level.","https://kubernetes.io/docs/concepts/security/linux-kernel-security-constraints/#seccomp"
"SEC021","Host Ports in Pod Specs","Pod Security","critical","PASS","No issues detected for Host Ports in Pod Specs.","Remove hostPort bindings and expose workloads using Services, Ingress, or Gateway APIs instead.","https://kubernetes.io/docs/concepts/security/pod-security-standards/#baseline"
"SEC022","Non-Existent Secret References","Pod Security","critical","PASS","No issues detected for Non-Existent Secret References.","Verify that all Secrets referenced by pods exist in the target namespace.","https://kubernetes.io/docs/concepts/configuration/secret/"
"SEC023","Disallowed Sysctls","Pod Security","critical","PASS","No issues detected for Disallowed Sysctls.","Remove non-baseline sysctls or redesign the workload to avoid kernel tuning inside the pod.","https://kubernetes.io/docs/concepts/security/pod-security-standards/#baseline"
"WRK001","DaemonSets Not Fully Running","Workloads","warning","PASS","No issues detected for DaemonSets Not Fully Running.","Investigate DaemonSets not fully running. Common causes include taints, node issues, or resource constraints.","https://kubernetes.io/docs/concepts/workloads/controllers/daemonset/"
"WRK002","Deployment Missing Replicas","Workloads","warning","PASS","No issues detected for Deployment Missing Replicas.","Check Deployments that are not meeting their replica count. This may indicate rollout issues or failed pods.","https://kubernetes.io/docs/concepts/workloads/controllers/deployment/"
"WRK003","StatefulSet Incomplete Rollout","Workloads","warning","PASS","No issues detected for StatefulSet Incomplete Rollout.","Investigate StatefulSets with missing ready replicas. This may indicate issues with pod readiness or volume binding.","https://kubernetes.io/docs/concepts/workloads/controllers/statefulset/"
"WRK004","HPA Misconfiguration or Inactivity","Workloads","warning","PASS","No issues detected for HPA Misconfiguration or Inactivity.","Review HorizontalPodAutoscalers with missing targets, no metrics, or disabled scaling.","https://kubernetes.io/docs/tasks/run-application/horizontal-pod-autoscale/"
"WRK005","Missing Resource Requests","Workloads","warning","PASS","No issues detected for Missing Resource Requests.","Define cpu and memory requests on all containers.","https://kubernetes.io/docs/concepts/configuration/manage-resources-containers/"
"WRK006","PDB Coverage and Effectiveness","PDBs","critical","PASS","No issues detected for PDB Coverage and Effectiveness.","Workloads should have a valid PDB to prevent availability issues during disruptions.","https://kubernetes.io/docs/tasks/run-application/configure-pdb/"
"WRK007","Missing Readiness and Liveness Probes","Probes","warning","PASS","No issues detected for Missing Readiness and Liveness Probes.","Add readiness and liveness probes to all containers to improve availability and fault detection.","https://kubernetes.io/docs/tasks/configure-pod-container/configure-liveness-readiness-startup-probes/"
"WRK008","Deployment Selector Without Matching Pods","Workloads","warning","PASS","No issues detected for Deployment Selector Without Matching Pods.","Ensure that pod labels match the Deployment selector.","https://kubernetes.io/docs/concepts/workloads/controllers/deployment/"
"WRK009","Deployment, Pod, and Service Label Consistency","Workloads","warning","PASS","No issues detected for Deployment, Pod, and Service Label Consistency.","Ensure Deployment selectors, Pod labels, and related Service selectors are consistent and aligned.","https://kubernetes.io/docs/concepts/overview/working-with-objects/labels/"
"WRK010","HPA Metrics Without Matching Resource Requests","Workloads","warning","PASS","No issues detected for HPA Metrics Without Matching Resource Requests.","Set resource requests for HPA-managed workloads so autoscaling decisions are based on valid utilization signals.","https://kubernetes.io/docs/tasks/run-application/horizontal-pod-autoscale/"
"WRK011","VPA Update Mode and Declarative Resource Conflict Risk","Workloads","warning","PASS","No issues detected for VPA Update Mode and Declarative Resource Conflict Risk.","Use VPA Off/Initial for recommendation-only flows, or tune ownership boundaries when combining VPA with HPA/GitOps.","https://github.com/kubernetes/autoscaler/tree/master/vertical-pod-autoscaler"
"WRK012","PodDisruptionBudget Adequacy for Replicated Workloads","Workloads","warning","PASS","No issues detected for PodDisruptionBudget Adequacy for Replicated Workloads.","Add or tune PDBs so maintenance can proceed safely without over-restricting disruption.","https://kubernetes.io/docs/tasks/run-application/configure-pdb/"
"WRK013","CrashLoopBackOff and OOMKilled Guardrail","Workloads","critical","PASS","No issues detected for CrashLoopBackOff and OOMKilled Guardrail.","Stabilize CrashLoop/OOM pods before applying aggressive right-sizing changes.","https://kubernetes.io/docs/concepts/workloads/pods/pod-lifecycle/"
"WRK014","Missing Memory Limits","Workloads","warning","PASS","No issues detected for Missing Memory Limits.","Define a memory limit on all containers to reduce the risk of node OOM pressure.","https://kubernetes.io/docs/concepts/configuration/manage-resources-containers/"
